Week,New ARs
2022-12-26,11
2023-01-02,5
2023-01-09,12
2023-01-16,7
2023-01-23,6
2023-01-30,6
2023-02-06,13
2023-02-13,6
2023-02-20,7
2023-02-27,8
2023-03-06,7
2023-03-13,5
2023-03-20,7
2023-03-27,4
2023-04-03,4
2023-04-10,10
2023-04-17,3
2023-04-24,7
2023-05-01,7
2023-05-08,6
2023-05-15,9
2023-05-22,2
2023-05-29,10
2023-06-05,6
2023-06-12,7
2023-06-19,14
2023-06-26,6
2023-07-03,8
2023-07-10,7
2023-07-17,5
2023-07-24,12
2023-07-31,0
