Mitad_semana,Filas_unicas,strength,date
2018-00,0.0,2018-13,505.0
2018-00.5,0.0,2018-13.5,168.16666666666666
2018-01,0.0,2018-14,13.0
2018-01.5,0.0,2018-25.5,556.8333333333334
2018-02,0.0,2018-26,824.125
2018-02.5,0.0,2018-26.5,395.1666666666667
2018-03,0.0,2018-27,87.0
2018-03.5,0.0,2018-45,280.3333333333333
2018-04,0.0,2018-45.5,333.6
2018-04.5,1.0,2018-46,185.0
2018-05,3.0,,
2018-05.5,0.0,,
2018-06,0.0,,
2018-06.5,0.0,,
2018-07,0.0,,
2018-07.5,0.0,,
2018-08,0.0,,
2018-08.5,0.0,,
2018-09,0.0,,
2018-09.5,0.0,,
2018-10,0.0,,
2018-10.5,0.0,,
2018-11,0.0,,
2018-11.5,0.0,,
2018-12,0.0,,
2018-12.5,0.0,,
2018-13,0.0,,
2018-13.5,0.0,,
2018-14,0.0,,
2018-14.5,0.0,,
2018-15,0.0,,
2018-15.5,1.0,,
2018-16,0.0,,
2018-16.5,0.0,,
2018-17,0.0,,
2018-17.5,0.0,,
2018-18,1.0,,
2018-18.5,0.0,,
2018-19,0.0,,
2018-19.5,0.0,,
2018-20,1.0,,
2018-20.5,1.0,,
2018-21,0.0,,
2018-21.5,0.0,,
2018-22,0.0,,
2018-22.5,0.0,,
2018-23,1.0,,
2018-23.5,0.0,,
2018-24,0.0,,
2018-24.5,0.0,,
2018-25,0.0,,
2018-25.5,0.0,,
2018-26,0.0,,
2018-26.5,0.0,,
2018-27,0.0,,
2018-27.5,0.0,,
2018-28,0.0,,
2018-28.5,0.0,,
2018-29,0.0,,
2018-29.5,0.0,,
2018-30,0.0,,
2018-30.5,0.0,,
2018-31,0.0,,
2018-31.5,0.0,,
2018-32,0.0,,
2018-32.5,0.0,,
2018-33,0.0,,
2018-33.5,0.0,,
2018-34,0.0,,
2018-34.5,0.0,,
2018-35,0.0,,
2018-35.5,0.0,,
2018-36,0.0,,
2018-36.5,0.0,,
2018-37,0.0,,
2018-37.5,0.0,,
2018-38,0.0,,
2018-38.5,0.0,,
2018-39,0.0,,
2018-39.5,0.0,,
2018-40,0.0,,
2018-40.5,0.0,,
2018-41,0.0,,
2018-41.5,0.0,,
2018-42,0.0,,
2018-42.5,0.0,,
2018-43,0.0,,
2018-43.5,0.0,,
2018-44,0.0,,
2018-44.5,0.0,,
2018-45,0.0,,
2018-45.5,0.0,,
2018-46,0.0,,
2018-46.5,0.0,,
2018-47,0.0,,
2018-47.5,0.0,,
2018-48,0.0,,
2018-48.5,0.0,,
2018-49,0.0,,
2018-49.5,0.0,,
2018-50,0.0,,
2018-50.5,0.0,,
2018-51,0.0,,
2018-51.5,0.0,,
2018-52,0.0,,
2018-52.5,0.0,,
